ID,BLEU,ROUGE-1,ROUGE-2,ROUGE-L,METEOR,CER,WER
17077,100.0,100.0,97.1,100.0,100.0,0.0,0.0
23317,100.0,100.0,92.68,100.0,100.0,0.0,0.0
6288,100.0,100.0,100.0,100.0,100.0,0.0,0.0
11329,100.0,100.0,97.44,100.0,100.0,0.0,0.0
14920,100.0,100.0,100.0,100.0,100.0,0.0,0.0
20119,100.0,100.0,100.0,100.0,100.0,0.0,0.0
17312,100.0,100.0,97.73,100.0,100.0,0.0,0.0
6064,100.0,100.0,100.0,100.0,100.0,0.0,0.0
16807,100.0,100.0,100.0,100.0,100.0,0.0,0.0
20337,100.0,100.0,98.39,100.0,100.0,0.0,0.0
15931,100.0,100.0,100.0,100.0,100.0,0.0,0.0
20711,100.0,100.0,100.0,100.0,100.0,0.0,0.0
580,100.0,100.0,95.59,100.0,100.0,0.0,0.0
12195,100.0,100.0,97.44,100.0,100.0,0.0,0.0
1770,100.0,100.0,94.74,100.0,100.0,0.0,0.0
21547,100.0,100.0,93.55,100.0,100.0,0.0,0.0
12246,100.0,100.0,100.0,100.0,100.0,0.0,0.0
21736,100.0,100.0,98.15,100.0,100.0,0.0,0.0
17306,100.0,100.0,98.41,100.0,100.0,0.0,0.0
12783,100.0,100.0,100.0,100.0,100.0,0.0,0.0
21867,100.0,100.0,96.3,100.0,100.0,0.0,0.0
23012,100.0,100.0,100.0,100.0,100.0,0.0,0.0
3421,100.0,100.0,100.0,100.0,100.0,0.0,0.0
5873,100.0,100.0,98.67,100.0,100.0,0.0,0.0
24065,100.0,100.0,100.0,100.0,100.0,0.0,0.0
2921,100.0,100.0,95.92,100.0,100.0,0.0,0.0
13710,100.0,100.0,100.0,100.0,100.0,0.0,0.0
15767,100.0,100.0,98.65,100.0,100.0,0.0,0.0
15941,100.0,100.0,100.0,100.0,100.0,0.0,0.0
3854,100.0,100.0,100.0,100.0,100.0,0.0,0.0
19068,100.0,100.0,100.0,100.0,100.0,0.0,0.0
17994,100.0,100.0,93.22,100.0,100.0,0.0,0.0
5449,100.0,100.0,100.0,100.0,100.0,0.0,0.0
15574,100.0,100.0,100.0,100.0,100.0,0.0,0.0
15923,100.0,100.0,86.67,100.0,100.0,0.0,0.0
13976,100.0,100.0,100.0,100.0,100.0,0.0,0.0
10631,100.0,100.0,97.56,100.0,100.0,0.0,0.0
16667,100.0,100.0,92.45,100.0,100.0,0.0,0.0
2775,100.0,100.0,95.0,100.0,100.0,0.0,0.0
12845,100.0,100.0,98.21,100.0,100.0,0.0,0.0
22278,100.0,100.0,98.15,100.0,100.0,0.0,0.0
11850,100.0,100.0,98.85,100.0,100.0,0.0,0.0
13467,100.0,100.0,98.11,100.0,100.0,0.0,0.0
20566,100.0,100.0,98.31,100.0,100.0,0.0,0.0
2252,100.0,100.0,100.0,100.0,100.0,0.0,0.0
4940,100.0,100.0,97.53,100.0,100.0,0.0,0.0
2857,100.0,100.0,94.44,100.0,100.0,0.0,0.0
1199,100.0,100.0,100.0,100.0,100.0,0.0,0.0
4582,100.0,100.0,100.0,100.0,100.0,0.0,0.0
6990,100.0,100.0,94.12,100.0,100.0,0.0,0.0
24277,100.0,100.0,100.0,100.0,100.0,0.0,0.0
15914,100.0,100.0,100.0,100.0,100.0,0.0,0.0
25842,100.0,100.0,100.0,100.0,100.0,0.0,0.0
2491,2.61,25.86,7.58,25.37,20.91,38.85,77.61
23823,2.0,16.36,3.9,20.51,15.7,53.99,83.95
11701,65.69,82.67,74.07,84.34,81.85,12.55,18.6
4375,84.05,95.65,87.76,94.0,93.97,2.56,6.0
6345,62.8,83.54,68.97,83.15,82.13,4.48,17.78
6932,50.91,83.5,61.4,79.31,78.77,8.79,20.69
16480,69.87,84.44,73.68,83.12,83.04,9.52,16.88
20897,22.5,41.03,25.29,42.7,40.68,34.81,62.79
13550,55.81,82.35,65.98,82.83,81.73,10.61,18.0
16383,62.78,87.32,69.88,84.52,84.85,6.64,16.87
13050,75.65,91.97,76.84,89.39,89.75,4.97,12.22
26007,81.96,92.68,85.71,93.02,92.98,4.14,6.98
16469,90.64,95.83,92.73,96.43,96.42,2.24,3.57
3830,67.34,80.0,72.73,82.22,82.12,10.32,20.0
16336,44.12,74.67,55.0,75.61,73.92,11.91,24.39
17451,40.91,68.97,46.94,66.0,65.08,20.3,38.0
4303,100.0,100.0,100.0,100.0,100.0,0.0,0.0
19580,100.0,100.0,92.73,100.0,100.0,0.0,0.0
15425,100.0,100.0,100.0,100.0,100.0,0.0,0.0
16234,100.0,100.0,95.65,100.0,100.0,0.0,0.0
16496,100.0,100.0,100.0,100.0,100.0,0.0,0.0
16050,100.0,100.0,97.56,100.0,100.0,0.0,0.0
20204,100.0,100.0,100.0,100.0,100.0,0.0,0.0
22083,100.0,100.0,100.0,100.0,100.0,0.0,0.0
5818,100.0,100.0,98.11,100.0,100.0,0.0,0.0
15874,100.0,100.0,96.43,100.0,100.0,0.0,0.0
19335,100.0,100.0,96.77,100.0,100.0,0.0,0.0
24186,100.0,100.0,100.0,100.0,100.0,0.0,0.0
12786,100.0,100.0,100.0,100.0,100.0,0.0,0.0
16384,100.0,100.0,98.33,100.0,100.0,0.0,0.0
7441,100.0,100.0,97.83,100.0,100.0,0.0,0.0
20737,100.0,100.0,98.67,100.0,100.0,0.0,0.0
24935,100.0,100.0,100.0,100.0,100.0,0.0,0.0
